Movie Title;Director;Running time;Main Actor;Genre;Budget;Box Office;Release year
Firewall;Richard Loncraine;105;Jimmy Bennett;Crime;50000000;82700000;2006
The Witch;Robert Eggers;92;Julian Richings;Horror;3500000;40000000;2015
School of Rock;Richard Linklater;108;Miranda Cosgrove;Comedy;35000000;131000000;2003
The Pirates Who Don't Do Anything: A VeggieTales Movie;Mike Nawrocki;85;Yuri Lowenthal;Animation;15000000;12000000;2008
All the Real Girls;David Gordon Green;108;Zooey Deschanel;Drama;2500000;200000;2003
Before Midnight;Richard Linklater;109;Seamus Davey-Fitzpatrick;Drama;3000000;21000000;2013
Deuces Wild;Scott Kalvert;96;Norman Reedus;Action;10000000;6000000;2002
Never Again;Eric Schaeffer;98;Peter Dinklage;Comedy;500000;5000000;2001
Sabotage;David Ayer;109;Mireille Enos;Action;35000000;22000000;2014
The Amazing Spider-Man 2;Marc Webb;142;Emma Stone;Action;200000000;202000000;2014
Guardians of the Galaxy;James Gunn;121;Bradley Cooper;Action;170000000;773000000;2014
Into the Blue;John Stockwell;110;Paul Walker;Action;50000000;44500000;2005
Love in the Time of Cholera;Mike Newell;139;Marcela Mar;Drama;45000000;31000000;2007
Jeepers Creepers;Victor Salva;90;Eileen Brennan;Horror;10000000;59000000;2001
Lost in Translation;Sofia Coppola;101;Scarlett Johansson;Drama;4000000;120000000;2003
Two Brothers;Jean-Jacques Annaud;109;David Gant;Adventure;59660000;62000000;2004
Godsend;Nick Hamm;102;Robert De Niro;Thriller;25000000;30000000;2004
Anchorman: The Legend of Ron Burgundy;Adam McKay;98;Darcy Donavan;Comedy;26000000;90000000;2004
Elsa & Fred;Michael Radford;97;Chris Noth;Comedy;10000000;5100000;2014
Quarantine;John Erick Dowdle;89;Andrew Fiscella;Horror;12000000;41000000;2008
The Hunt;Thomas Vinterberg;115;Thomas Bo Larsen;Drama;3800000;16000000;2012
City Island;Raymond De Felitta;104;Ezra Miller;Comedy;6000000;11000000;2009
The Great Beauty;Paolo Sorrentino;172;Toni Servillo;Drama;9200000;24000000;2013
Walking Tall;Kevin Bray;86;Dwayne Johnson;Action;56000000;57000000;2004
Super;James Gunn;96;Linda Cardellini;Comedy;2500000;324000;2010
Amélie;Jean-Pierre Jeunet;122;Mathieu Kassovitz;Comedy;77000000;174000000;2001
Dope;Rick Famuyiwa;103;Kimberly Elise;Comedy;7000000;18000000;2015
I Spy;Betty Thomas;97;Gary Cole;Action;70000000;51000000;2002
Looper;Rian Johnson;119;Joseph Gordon-Levitt;Action;30000000;176000000;2012
Marmaduke;Tom Dey;87;Emma Stone;Comedy;50000000;83600000;2010
The Devil's Double;Lee Tamahori;109;Mem Ferda;Biography;15000000;5300000;2011
All the King's Men;Steven Zaillian;128;Kate Winslet;Thriller;55000000;74800000;2006
The Watcher;Joe Charbanic;97;Keanu Reeves;Crime;33000000;47000000;2000
Cats & Dogs;Lawrence Guterman;87;Carol Ann Susi;Action;60000000;203000000;2001
Criminal;Ariel Vromen;113;Gary Oldman;Action;31500000;12000000;2016
Gravity;Alfonso Cuarón;91;Phaldut Sharma;Adventure;100000000;723000000;2013
Kicking & Screaming;Jesse Dylan;95;Josh Hutcherson;Comedy;45000000;56000000;2005
The Bourne Supremacy;Paul Greengrass;108;Matt Damon;Action;75000000;291000000;2004
Autumn in New York;Joan Chen;103;J.K. Simmons;Drama;40000000;43000000;2000
Beverly Hills Chihuahua;Raja Gosnell;91;Jamie Lee Curtis;Adventure;20000000;150000000;2008
Sex Tape;Jake Kasdan;94;James Wilcox;Comedy;40000000;125000000;2014
The Ruins;Carter Smith;93;Laura Ramsey;Horror;8000000;22000000;2008
A Knight's Tale;Brian Helgeland;144;Heath Ledger;Action;65000000;117000000;2001
Crossover;Preston A. Whitmore II;95;Wesley Jonathan;Action;5600000;7000000;2006
Finding Nemo;Andrew Stanton;100;Alexander Gould;Animation;94000000;940000000;2003
Kingdom of Heaven;Ridley Scott;194;Liam Neeson;Action;130000000;218000000;2005
Knocked Up;Judd Apatow;133;Harold Ramis;Comedy;30000000;220000000;2007
Ocean's Twelve;Steven Soderbergh;125;Brad Pitt;Crime;110000000;362000000;2004
It Follows;David Robert Mitchell;100;Maika Monroe;Horror;2000000;20000000;2014
Self/less;Tarsem Singh;117;Ryan Reynolds;Action;26000000;30600000;2015
The Vow;Michael Sucsy;104;Channing Tatum;Drama;30000000;125000000;2012
300;Zack Snyder;117;Gerard Butler;Action;65000000;456000000;2006
Beyond the Lights;Gina Prince-Bythewood;116;Minnie Driver;Drama;7000000;14000000;2014
Da Sweet Blood of Jesus;Spike Lee;123;Rami Malek;Comedy;1420000;5000000;2014
RocknRolla;Guy Ritchie;114;Tom Hardy;Action;18000000;26000000;2008
The Adjustment Bureau;George Nolfi;106;Matt Damon;Romance;50200000;127000000;2011
The Santa Clause 2;Michael Lembeck;104;Judge Reinhold;Comedy;60000000;172000000;2002
Bernie;Richard Linklater;99;Matthew McConaughey;Comedy;5000000;9200000;2011
In Bruges;Martin McDonagh;107;Elizabeth Berrington;Comedy;15000000;33000000;2008
Mirrors;Alexandre Aja;112;Jason Flemyng;Horror;35000000;32000000;2008
The Constant Gardener;Fernando Meirelles;129;Archie Panjabi;Drama;15000000;125000000;2005
Ray;Taylor Hackford;178;Bokeem Woodbine;Biography;40000000;123000000;2004
Stoker;Chan-wook Park;99;Mia Wasikowska;Thriller;12000000;12000000;2013
2012;Roland Emmerich;158;Oliver Platt;Action;200000000;800000000;2009
Kevin Hart: Let Me Explain;Leslie Small;75;David Jason Perez;Comedy;2500000;32000000;2013
12 Years a Slave;Steve McQueen;134;Quvenzhané Wallis;Biography;20000000;187000000;2013
Midnight in Paris;Woody Allen;94;Kurt Fuller;Comedy;17000000;150000000;2011
Freedom;Peter Cousens;94;Sharon Leal;Drama;14500000;10300000;2014
The Age of Adaline;Lee Toland Krieger;112;Harrison Ford;Drama;25000000;65600000;2015
The Cottage;Paul Andrew Williams;92;Dave Legeno;Comedy;2500000;2000000;2008
The Walking Deceased;Scott Dow;88;Trenton Rostedt;Comedy;1250000;1000000;2015
Mission: Impossible III;J.J. Abrams;124;Philip Seymour Hoffman;Action;150000000;397000000;2006
Love Ranch;Taylor Hackford;117;Scout Taylor-Compton;Comedy;25000000;1370000;2010
Training Day;Antoine Fuqua;122;Denzel Washington;Crime;45000000;104000000;2001
Martin Lawrence Live: Runteldat;David Raynr;113;Nancy O'Dell;Biography;3000000;19500000;2002
Echo Dr.;Patrick Ryan Sims;81;Claire Gordon-Harper;Action;100000;2000000;2013
Home Run;David Boyd;113;Vivica A. Fox;Drama;1200000;2700000;2013
The Collection;Marcus Dunstan;82;Daniel Sharman;Action;10000000;9600000;2012
Wasabi;Gérard Krawczyk;94;Carole Bouquet;Action;15300000;11300000;2001
Wild Card;Simon West;92;Jason Statham;Action;30000000;6000000;2015
Harry Potter and the Order of the Phoenix;David Yates;138;Robert Pattinson;Adventure;150000000;940000000;2007
Identity;James Mangold;91;Clea DuVall;Mystery;30000000;90400000;2003
A Madea Christmas;Tyler Perry;100;Alicia Witt;Comedy;25000000;53000000;2013
Legally Blonde 2: Red White & Blonde;Charles Herman-Wurmfeld;95;Mary Lynn Rajskub;Comedy;45000000;140000000;2003
The Hangover Part II;Todd Phillips;102;Bradley Cooper;Comedy;80000000;586000000;2011
Carnage;Roman Polanski;80;Kate Winslet;Comedy;25000000;28000000;2011
Spy Kids 2: Island of Lost Dreams;Robert Rodriguez;100;Steve Buscemi;Action;38000000;119000000;2002
We Need to Talk About Kevin;Lynne Ramsay;112;Ezra Miller;Thriller;7000000;6500000;2011
Xi you ji zhi: Sun Wukong san da Baigu Jing;Pou-Soi Cheang;119;Li Gong;Action;68005000;28000000;2016
Domino;Tony Scott;127;Ian Ziering;Action;50000000;22900000;2005
Elizabeth: The Golden Age;Shekhar Kapur;114;Eddie Redmayne;Biography;55000000;74600000;2007
EuroTrip;Jeff Schaffer;93;Matt Damon;Comedy;25000000;2000000;2004
Shark Tale;Bibo Bergeron;90;Robert De Niro;Animation;75000000;367000000;2004
The Awakening;Nick Murphy;107;Isaac Hempstead Wright;Horror;3000000;7000000;2011
21 & Over;Jon Lucas;93;Justin Chon;Comedy;13000000;48000000;2013
Like Crazy;Drake Doremus;90;Jennifer Lawrence;Drama;250000;3700000;2011
Across the Universe;Julie Taymor;133;Jim Sturgess;Drama;70000000;29700000;2007
The Blind Side;John Lee Hancock;129;Catherine Dyer;Biography;29000000;309000000;2009
The Last Song;Julie Anne Robinson;107;Kelly Preston;Drama;20000000;89000000;2010
Contraband;Baltasar Kormákur;109;J.K. Simmons;Action;25000000;96000000;2012
Dead Man Down;Niels Arden Oplev;118;Dominic Cooper;Action;30000000;18000000;2013
Leatherheads;George Clooney;114;Robert Baker;Comedy;58000000;44000000;2008
Talladega Nights: The Ballad of Ricky Bobby;Adam McKay;122;Will Ferrell;Action;73000000;163000000;2006
Elf;Jon Favreau;97;Peter Dinklage;Comedy;33000000;220000000;2003
How to Train Your Dragon;Dean DeBlois;98;Gerard Butler;Animation;165000000;495000000;2010
Man on Fire;Tony Scott;146;Denzel Washington;Action;70000000;132000000;2004
The Yellow Handkerchief;Udayan Prasad;102;Kristen Stewart;Drama;15500000;1000000;2008
Three Kingdoms: Resurrection of the Dragon;Daniel Lee;102;Andy Lau;Action;25000000;21000000;2008
Cloudy with a Chance of Meatballs;Phil Lord;90;Will Forte;Animation;100000000;243000000;2009
Coach Carter;Thomas Carter;136;Channing Tatum;Drama;30000000;76700000;2005
Kickboxer: Vengeance;John Stockwell;90;Matthew Ziff;Action;17000000;3000000;2016
Crowsnest;Brenton Spencer;84;Christie Burke;Action;1200000;1200000;2012
Dragon Nest: Warriors' Dawn;Yuefeng Song;88;Blythe Auffarth;Animation;22000000;10000000;2014
Seven Pounds;Gabriele Muccino;123;Will Smith;Drama;55000000;168000000;2008
Somewhere;Sofia Coppola;97;Nathalie Fay;Comedy;7000000;14000000;2010
Brown Sugar;Rick Famuyiwa;109;Boris Kodjoe;Comedy;8000000;27800000;2002
Memoirs of a Geisha;Rob Marshall;145;Li Gong;Drama;85000000;162000000;2005
Swordfish;Dominic Sena;99;Hugh Jackman;Action;80000000;147000000;2001
The Longshots;Fred Durst;94;Tasha Smith;Biography;23000000;11000000;2008
Anacondas: The Hunt for the Blood Orchid;Dwight H. Little;97;Nicholas Gonzalez;Action;25000000;70000000;2004
Mortdecai;David Koepp;107;Johnny Depp;Action;60000000;27000000;2015
Burnt;John Wells;101;Bradley Cooper;Comedy;20000000;36100000;2015
Cinderella;Kenneth Branagh;105;Hayley Atwell;Drama;95000000;544000000;2015
Nick and Norah's Infinite Playlist;Peter Sollett;90;Ari Graynor;Comedy;9000000;33000000;2008
Piranha 3D;Alexandre Aja;88;Adam Scott;Comedy;24000000;83000000;2010
The Last Godfather;Hyung-rae Shim;100;Jason Mewes;Comedy;13400000;1700000;2010
Pride & Prejudice;Joe Wright;135;Talulah Riley;Drama;28000000;121000000;2005
Tiny Furniture;Lena Dunham;98;Lena Dunham;Comedy;65000;400000;2010
Wanted;Timur Bekmambetov;110;Angelina Jolie;Action;75000000;342000000;2008
Crop Circles: Quest for Truth;William Gazecki;115;Karen Alexander;Documentary;750000;75000000;2002
Downfall;Oliver Hirschbiegel;178;Thomas Kretschmann;Biography;13500000;92000000;2004
Nebraska;Alexander Payne;115;Devin Ratray;Adventure;12000000;18000000;2013
Stardust;Matthew Vaughn;127;Henry Cavill;Adventure;70000000;137000000;2007
Adaptation.;Spike Jonze;81;Nicolas Cage;Comedy;19000000;23000000;2002
Get Hard;Etan Cohen;107;Will Ferrell;Comedy;40000000;112000000;2015
The Medallion;Gordon Chan;108;Julian Sands;Action;41000000;46000000;2003
Christmas Mail;John Murlowski;89;Ashley Scott;Comedy;2500000;1000000;2010
Wolves;David Hayter;91;Jason Momoa;Action;18000000;1200000;2014
A Home at the End of the World;Michael Mayer;97;Robin Wright;Drama;6500000;1000000;2004
Kiss Kiss Bang Bang;Shane Black;103;Robert Downey Jr.;Comedy;15000000;15000000;2005
The Next Best Thing;John Schlesinger;99;Mark Valley;Comedy;25000000;24000000;2000
Meet the Spartans;Jason Friedberg;86;Carmen Electra;Comedy;30000000;38000000;2008
The Wolf of Wall Street;Martin Scorsese;240;Leonardo DiCaprio;Biography;100000000;392000000;2013
Alvin and the Chipmunks: Chipwrecked;Mike Mitchell;87;Amy Poehler;Animation;75000000;342000000;2011
Blood Diamond;Edward Zwick;143;Leonardo DiCaprio;Adventure;100000000;171000000;2006
Contagion;Steven Soderbergh;106;Matt Damon;Thriller;60000000;135000000;2011
Lions for Lambs;Robert Redford;92;Meryl Streep;Thriller;35000000;63000000;2007
Mission: Impossible II;John Woo;123;Tom Cruise;Action;125000000;546000000;2000
The Good Girl;Miguel Arteta;93;Jake Gyllenhaal;Drama;5000000;14000000;2002
Crazy Stone;Hao Ning;98;Bo Huang;Comedy;3000000;750000;2006
Monte Carlo;Thomas Bezucha;109;Leighton Meester;Adventure;20000000;39000000;2011
Snow Dogs;Brian Levant;99;James Coburn;Adventure;35000000;35000000;2002
Space Cowboys;Clint Eastwood;130;Clint Eastwood;Action;65000000;133000000;2000
The Change-Up;David Dobkin;118;Ryan Reynolds;Comedy;52000000;75500000;2011
Dreamgirls;Bill Condon;130;Loretta Devine;Drama;70000000;155000000;2006
Gun Shy;Eric Blakeney;101;Liam Neeson;Comedy;10000000;2000000;2000
Just Like Heaven;Mark Waters;95;Jon Heder;Comedy;58000000;102000000;2005
K-PAX;Iain Softley;120;Kevin Spacey;Drama;48000000;65000000;2001
Winter in Wartime;Martin Koolhoven;103;Yorick van Wageningen;Drama;4000000;10000000;2008
3 Backyards;Eric Mendelsohn;88;Embeth Davidtz;Drama;300000;1000000;2010
Exit Wounds;Andrzej Bartkowiak;101;Michael Jai White;Action;33000000;19000000;2001
Viy;Oleg Stepchenko;107;Jason Flemyng;Adventure;26000000;31000000;2014
A Scanner Darkly;Richard Linklater;100;Robert Downey Jr.;Animation;8700000;7800000;2006
Mi America;Robert Fontaine;125;Michael Derek;Crime;2100000;5000000;2015
Supernova;Walter Hill;91;Robert Forster;Horror;65000000;11000000;2000
The Fountain;Darren Aronofsky;96;Hugh Jackman;Sci-Fi;35000000;35000000;2006
The Interpreter;Sydney Pollack;128;Curtiss Cook;Crime;80000000;162000000;2005
The Skeleton Key;Iain Softley;104;Gena Rowlands;Horror;43000000;68300000;2005
Confidence;James Foley;97;Louis Lombardi;Crime;15000000;12400000;2003
O Brother Where Art Thou?;Joel Coen;107;Holly Hunter;Adventure;26000000;72000000;2000
A Mighty Heart;Michael Winterbottom;108;Angelina Jolie;Biography;16000000;18000000;2007
Down in the Valley;David Jacobson;108;Hunter Parrish;Drama;8000000;7900000;2005
Fun with Dick and Jane;Dean Parisot;90;John Michael Higgins;Comedy;100000000;202000000;2005
World War Z;Marc Forster;123;Peter Capaldi;Action;190000000;788000000;2013
Brooklyn;John Crowley;111;Julie Walters;Drama;11000000;62000000;2015
Dragon Hunters;Guillaume Ivernel;80;Rob Paulsen;Animation;11000000;1200000;2008
Harry Potter and the Half-Blood Prince;David Yates;153;Alan Rickman;Adventure;250000000;934000000;2009
X-Men;Bryan Singer;104;Hugh Jackman;Action;75000000;297000000;2000
Dream House;Jim Sheridan;84;Naomi Watts;Drama;55000000;38300000;2011
Spy Game;Tony Scott;114;Brad Pitt;Action;92000000;143000000;2001
The Lords of Salem;Rob Zombie;101;Sid Haig;Drama;2500000;8000000;2012
The Opposite Sex;Jennifer Finnigan;97;Geoff Stults;Comedy;3300000;900000;2014
Jumper;Doug Liman;88;Kristen Stewart;Action;85000000;222000000;2008
Resident Evil: Retribution;Paul W.S. Anderson;96;Milla Jovovich;Action;65000000;238000000;2012
Center Stage;Nicholas Hytner;115;Amanda Schull;Drama;18000000;23000000;2000
Where the Heart Is;Matt Williams;120;Natalie Portman;Comedy;15000000;41000000;2000
Yes Man;Peyton Reed;104;Bradley Cooper;Comedy;70000000;225000000;2008
Cold Mountain;Anthony Minghella;154;Philip Seymour Hoffman;Adventure;79000000;174000000;2003
The Incredible Burt Wonderstone;Don Scardino;100;Steve Buscemi;Comedy;30000000;29000000;2013
Cyrus;Jay Duplass;91;Matt Walsh;Comedy;7000000;10200000;2010
Left Behind;Vic Armstrong;110;Nicolas Cage;Action;16000000;19000000;2014
Mrs Henderson Presents;Stephen Frears;103;Bob Hoskins;Comedy;20000000;28000000;2005
The Game Plan;Andy Fickman;110;Dwayne Johnson;Comedy;22000000;148000000;2007
The Visit;M. Night Shyamalan;94;Ocean James;Horror;5000000;98300000;2015
Swing Vote;Joshua Michael Stern;120;Madeline Carroll;Comedy;21000000;17000000;2008
The Reaping;Stephen Hopkins;99;Stephen Rea;Horror;40000000;62000000;2007
Wall Street: Money Never Sleeps;Oliver Stone;136;Frank Langella;Drama;70000000;135000000;2010
The Hateful Eight;Quentin Tarantino;187;Craig Stark;Crime;44000000;155000000;2015
The Place Beyond the Pines;Derek Cianfrance;140;Ryan Gosling;Crime;15000000;47400000;2012
90 Minutes in Heaven;Michael Polish;121;Hayden Christensen;Drama;5000000;5000000;2015
Baahubali: The Beginning;S.S. Rajamouli;159;Tamannaah Bhatia;Action;18026148;100000000;2015
The Kingdom;Peter Berg;110;Jennifer Garner;Action;70000000;86900000;2007
Funny Games;Michael Haneke;111;Naomi Watts;Crime;15000000;21000000;2007
The Boxtrolls;Graham Annable;96;Isaac Hempstead Wright;Animation;60000000;107000000;2014
What Planet Are You From?;Mike Nichols;87;Judy Greer;Comedy;50000000;14500000;2000
Jarhead;Sam Mendes;125;Jake Gyllenhaal;Action;70000000;97200000;2005
Melancholia;Lars von Trier;130;Alexander Skarsgård;Sci-Fi;7400000;21000000;2011
Step Up 3D;Jon M. Chu;107;Alyson Stoner;Drama;30000000;159000000;2010
The Railway Man;Jonathan Teplitzky;116;Jeremy Irvine;Biography;18000000;22300000;2013
Iron Man 3;Shane Black;195;Robert Downey Jr.;Action;200000000;1120000000;2013
Step Brothers;Adam McKay;106;Will Ferrell;Comedy;65000000;128000000;2008
Sinister;Scott Derrickson;110;Danielle Kotch;Horror;3000000;87000000;2012
Watchmen;Zack Snyder;215;Matt Frewer;Action;130000000;185000000;2009
Dreamcatcher;Lawrence Kasdan;136;Morgan Freeman;Thriller;68000000;77000000;2003
Semi-Pro;Kent Alterman;99;Will Ferrell;Comedy;55000000;33100000;2008
50 First Dates;Peter Segal;99;Adam Sandler;Comedy;75000000;197000000;2004
Hotel Rwanda;Terry George;121;Don Cheadle;Drama;17500000;34000000;2004
Life as a House;Irwin Winkler;125;Ian Somerhalder;Drama;18000000;23000000;2001
The Spectacular Now;James Ponsoldt;95;Shailene Woodley;Comedy;2500000;6900000;2013
Ex Machina;Alex Garland;108;Elina Alminas;Drama;15000000;40000000;2015
Hands of Stone;Jonathan Jakubowicz;105;Robert De Niro;Action;20000000;5600000;2016
In the Cut;Jane Campion;113;Jennifer Jason Leigh;Thriller;12000000;23700000;2003
Paranormal Activity 3;Henry Joost;94;Johanna Braddy;Horror;5000000;207000000;2011
Duplex;Danny DeVito;89;Justin Theroux;Comedy;40000000;32000000;2003
Desert Dancer;Richard Raymond;104;Tom Cullen;Biography;4000000;8400000;2014
The Mudge Boy;Michael Burke;94;Zachary Knighton;Crime;800000;141000000;2003
White Oleander;Peter Kosminsky;109;Patrick Fugit;Drama;16000000;20000000;2002
Miracles from Heaven;Patricia Riggen;109;Jennifer Garner;Drama;13000000;73000000;2016
Riding in Cars with Boys;Penny Marshall;132;Rosie Perez;Biography;48000000;47700000;2001
Splice;Vincenzo Natali;104;Sarah Polley;Thriller;26000000;25000000;2009
Love in the Time of Monsters;Matt Jackson;97;Kane Hodder;Comedy;500000;1000000;2014
Megiddo: The Omega Code 2;Brian Trenchard-Smith;104;Michael Biehn;Action;22000000;6000000;2001
The Hunted;William Friedkin;94;Connie Nielsen;Action;55000000;45800000;2003
Friends with Benefits;Will Gluck;109;Mila Kunis;Comedy;35000000;150000000;2011
Planet of the Apes;Tim Burton;119;Cary-Hiroyuki Tagawa;Action;100000000;362000000;2001
Plastic;Julian Gilbey;102;Mem Ferda;Action;10000000;1200000;2014
Safe House;Daniel Espinosa;115;Denzel Washington;Action;85000000;208000000;2012
Journey 2: The Mysterious Island;Brad Peyton;94;Josh Hutcherson;Action;79000000;335000000;2012
Nine;Rob Marshall;118;Fergie;Drama;80000000;54000000;2009
Prisoners;Denis Villeneuve;153;Hugh Jackman;Crime;46000000;122000000;2013
Stake Land;Jim Mickle;98;Connor Paolo;Thriller;650000;7000000;2010
Death Race;Paul W.S. Anderson;111;Jason Statham;Sci-Fi;45000000;76000000;2008
The Tailor of Panama;John Boorman;109;Daniel Radcliffe;Thriller;18000000;14000000;2001
Observe and Report;Jody Hill;86;Collette Wolfe;Comedy;18000000;27000000;2009
Project X;Nima Nourizadeh;93;Dax Flame;Comedy;12000000;102000000;2012
The Hours;Stephen Daldry;114;Meryl Streep;Drama;25000000;41000000;2002
The Pledge;Sean Penn;124;Costas Mandylor;Crime;45000000;29000000;2001
